date,open,high,low,close,volume,MA20,MA60,RSI,MACD,SIGNAL,HIST
2021-06-19 00:00:00+00:00,12.46,12.721,11.809,11.85,1311810.652,,,,0.0,0.0,0.0
2021-06-20 00:00:00+00:00,11.854,12.477,11.04,11.977,2215875.598,,,100.0,0.01013105413105464,0.002026210826210928,0.008104843304843712
2021-06-21 00:00:00+00:00,11.983,12.109,9.473,9.519,4060092.917,,,40.18009247992225,-0.17812673598428752,-0.03400437853588876,-0.14412235744839877
2021-06-22 00:00:00+00:00,9.517,10.57,7.83,9.002,6291115.057,,,35.38537630863091,-0.36483438651927713,-0.10017038013256643,-0.2646640063867107
2021-06-23 00:00:00+00:00,8.992,10.489,8.565,9.613,3272473.739,,,43.90484778221486,-0.4582169117359296,-0.1717796864532391,-0.2864372252826905
2021-06-24 00:00:00+00:00,9.605,10.713,9.01,10.386,2896156.006,,,52.44725703559615,-0.4644941960311879,-0.23032258836882888,-0.23417160766235903
2021-06-25 00:00:00+00:00,10.386,10.703,8.85,9.066,3817236.091,,,40.972848228206495,-0.5694180604103067,-0.2981416827771245,-0.27127637763318224
2021-06-26 00:00:00+00:00,9.066,9.6,8.647,9.596,2216941.42,,,46.07425886507206,-0.6028550702753126,-0.35908436027676216,-0.24377070999855044
2021-06-27 00:00:00+00:00,9.59,10.087,9.417,10.087,2119873.714,,,50.354866705168796,-0.5830139233572922,-0.4038702728928682,-0.179143650464424
2021-06-28 00:00:00+00:00,10.08,10.9,9.917,10.89,1884182.909,,,56.44425296983867,-0.4967678518590475,-0.42244978868610406,-0.07431806317294343
2021-06-29 00:00:00+00:00,10.899,12.875,10.825,11.65,4117510.115,,,61.28446946648553,-0.36290819069251157,-0.4105414690873856,0.047633278394874023
2021-06-30 00:00:00+00:00,11.638,12.052,11.034,12.045,2470921.749,,,63.55154815178653,-0.22238671039744773,-0.37291051734939806,0.15052380695195033
2021-07-01 00:00:00+00:00,12.045,12.078,10.713,11.033,1862697.849,,,54.71196488560385,-0.1904865567714289,-0.33642572523380426,0.14593916846237537
2021-07-02 00:00:00+00:00,11.036,11.81,10.522,11.795,2147051.238,,,59.30220760726142,-0.10253644715820975,-0.2896478696186853,0.18711142246047557
2021-07-03 00:00:00+00:00,11.795,12.2,11.526,11.8,1803444.076,,,59.33133568315547,-0.03206229920302661,-0.2381307555355536,0.206068456332527
2021-07-04 00:00:00+00:00,11.804,12.452,11.515,12.307,1476353.215,,,62.279432877672754,0.0639623158524909,-0.1777121412579447,0.24167445711043561
2021-07-05 00:00:00+00:00,12.312,13.966,11.927,13.531,5547395.975,,,68.26121195452632,0.23610738672672937,-0.0949482356610099,0.3310556223877393
2021-07-06 00:00:00+00:00,13.541,14.049,12.812,13.136,2631196.476,,,64.69565303159813,0.3367782270216271,-0.008602943124482523,0.3453811701461096
2021-07-07 00:00:00+00:00,13.143,13.51,12.82,12.939,1637466.77,,,62.93015895149756,0.39609836426667044,0.07233731835374807,0.3237610459129224
2021-07-08 00:00:00+00:00,12.945,12.974,11.661,11.916,2076085.477,11.206900000000001,,54.597926036531256,0.3564534761906586,0.12916054992113019,0.2272929262695284
2021-07-09 00:00:00+00:00,11.92,13.699,11.411,13.181,4075187.053,11.27345,,61.403304356528736,0.4222421994793617,0.18777687983277652,0.23446531964658518
2021-07-10 00:00:00+00:00,13.183,14.541,12.958,14.425,3111063.546,11.39585,,66.69085567930648,0.5682106613211726,0.26386363613045577,0.3043470251907168
2021-07-11 00:00:00+00:00,14.429,14.8,13.871,14.077,2766943.338,11.62375,,64.04753158844039,0.6483373973930071,0.34075838838296607,0.30757900901004104
2021-07-12 00:00:00+00:00,14.078,14.129,12.752,12.981,2138171.787,11.8227,,56.45783617748185,0.6162960949148921,0.3958659296893513,0.22043016522554082
2021-07-13 00:00:00+00:00,12.982,13.729,11.807,12.092,3131096.246,11.94665,,51.161880522082406,0.5132518141139197,0.419343106574265,0.09390870753965475
2021-07-14 00:00:00+00:00,12.087,12.231,11.019,11.747,3729554.939,12.0147,,49.231832437539154,0.3991487244366443,0.4153042301467409,-0.016155505710096607
2021-07-15 00:00:00+00:00,11.749,12.065,10.653,11.474,2879500.503,12.1351,,47.698437524729215,0.28342523566457345,0.3889284312503074,-0.10550319558573396
2021-07-16 00:00:00+00:00,11.468,13.19,10.976,11.149,7049125.757,12.21275,,45.866912238115646,0.16360284149084947,0.34386331329841585,-0.18026047180756638
2021-07-17 00:00:00+00:00,11.149,11.508,10.713,11.022,4463621.218,12.2595,,45.1375359228584,0.05772942336054143,0.28663653531084093,-0.2289071119502995
2021-07-18 00:00:00+00:00,11.02,11.557,10.737,10.972,2459958.639,12.2636,,44.83524668717726,-0.0298663250134652,0.2233359632459797,-0.2532022882594449
2021-07-19 00:00:00+00:00,10.981,11.07,9.923,9.98,2460342.981,12.1801,,39.222827682152875,-0.17728901875363157,0.14321096684605744,-0.320499985599689
2021-07-20 00:00:00+00:00,9.984,10.166,8.93,9.443,3334771.527,12.05,,36.55518987443426,-0.33360834839331943,0.04784710379818208,-0.3814554521915015
